"","nombre","categoryName","address","location.lat","location.lng","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","day"
"338","Market san gabriel","Market","Azulejos 420, Distrito de Lima 15434, Peru",-11.9908396,-77.0029811,NA,NA,NA,NA,0,4,19,39,50,56,68,77,71,57,47,43,41,38,33,28,0,0,NA,NA,"Sa"
"339","Market Santa Rosa","Market","Jirón Amazonas, San Martín de Porres 15106, Peru",-12.0363012,-77.0886102,NA,NA,NA,NA,NA,0,2,5,39,79,100,96,86,80,72,58,40,0,0,0,0,0,0,NA,"Sa"
"340","Market The Hermit","Market","Lima District 15333, Peru",-11.9971997,-77.0528444,NA,NA,NA,NA,0,0,8,24,43,59,63,55,42,29,21,18,16,12,6,1,0,0,NA,NA,"Sa"
"341","Mercado ""La Merced""","Market","Avenida Emancipación, Cercado de Lima 15001, Peru",-12.0455791,-77.0391687,NA,NA,NA,NA,0,3,13,33,60,83,88,80,73,68,54,39,33,36,33,20,0,0,NA,NA,"Sa"
"342","Mercado ""Virgen del Carmen""","Market","Lima District 15434, Peru",-11.9929654,-77.0047444,NA,NA,NA,NA,NA,0,9,23,42,57,61,56,47,37,28,24,21,18,13,8,0,0,0,NA,"Sa"
"343","Mercado Artesanal","Market","Calle Gral. Suárez 315, Cercado de Lima 15074, Peru",-12.117468,-77.0279299,1,1,1,1,1,2,5,11,25,44,62,72,69,62,66,83,100,97,73,43,19,7,2,1,"Sa"
"344","Mercado Artesanal San Borja","Market","Av San Luis 1873, Lima 15021, Peru",-12.0855981,-76.9966405,NA,NA,NA,NA,NA,0,12,29,51,75,94,100,90,70,50,46,66,87,70,31,0,0,0,NA,"Sa"
"345","Mercado Belen","Market","Av Lima 2481, Cercado de Lima 15101, Peru",-12.0295233,-77.0718085,NA,NA,NA,NA,0,7,21,28,28,35,57,78,85,78,64,35,21,0,0,0,0,0,NA,NA,"Sa"
"346","Mercado Bolivar Pueblo Libre","Market","Jirón Mariano Pastor Sevilla 287-129, Cercado de Lima 15084, Peru",-12.0733048,-77.0656046,NA,NA,NA,NA,NA,0,9,24,46,71,90,94,83,64,44,28,17,10,0,0,0,0,0,NA,"Sa"
"347","Mercado Buenos Aires","Market","Prol. Lucanas 283, Cercado de Lima 15001, Peru",-12.0542514,-77.0195084,NA,NA,NA,NA,NA,0,18,42,61,66,65,60,47,30,16,7,2,0,0,0,0,0,0,NA,"Sa"
"348","Mercado Canta Callao","Market","Lima District 15109, Peru",-11.9835095,-77.0979738,NA,NA,NA,NA,0,2,2,13,34,57,76,81,76,63,47,28,13,0,0,0,0,0,NA,NA,"Sa"
"349","Mercado Central","Shopping mall","Jirón Ucayali 615, Cercado de Lima 15001, Peru",-12.0502319,-77.0260494,NA,NA,NA,NA,NA,0,4,10,22,41,63,84,96,100,97,95,92,82,62,37,0,0,0,NA,"Sa"
"350","Mercado Centro Cívico","Market","Lima District 15101, Peru",-12.0282366,-77.0720097,NA,NA,NA,NA,0,1,5,15,29,52,79,89,69,36,13,3,1,0,0,0,0,0,NA,NA,"Sa"
"351","Mercado Conde de la Vega","Market","Jiron Acomayo, Av. Dos de Mayo 102, Cercado de Lima 15079, Peru",-12.03794,-77.0490996,NA,NA,NA,NA,NA,0,0,0,42,60,60,46,35,32,31,30,28,24,20,0,0,0,0,NA,"Sa"
"352","Mercado Corpac","Market","Av. Antunez de Mayolo, Distrito de Lima 15108, Peru",-12.0040721,-77.0942546,NA,NA,NA,NA,NA,0,0,0,45,85,100,80,57,59,70,62,37,0,0,0,0,0,0,NA,"Sa"
"353","Mercado De Las Praderas","Market","Yarquil 218, Cercado de Lima 15009, Peru",-12.0336931,-76.9626433,NA,NA,NA,NA,0,5,15,32,56,79,92,85,66,46,32,28,30,32,28,21,0,0,NA,NA,"Sa"
"354","Mercado El Bosque","Market","Av. Proceres de la Independencia 268, Cercado de Lima 15404, Peru",-12.0305244,-77.0128163,NA,NA,0,0,3,13,32,48,55,59,64,62,49,35,28,25,20,12,5,1,NA,NA,NA,NA,"Sa"
"355","Mercado Elio","Market","Reynaldo Saavedra Pinón 2674, Cercado de Lima 15081, Peru",-12.0545947,-77.0711829,NA,NA,NA,NA,NA,0,0,0,50,76,76,56,46,53,63,66,63,50,0,0,0,0,0,NA,"Sa"
"356","Mercado Familias Unidas","Market","Ramon Rodriguez Lima, San Juan de Miraflores 15801, Peru",-12.1604042,-76.9650063,NA,NA,NA,NA,NA,0,0,32,64,85,93,83,58,34,21,15,10,0,0,0,0,0,0,NA,"Sa"
"357","MERCADO FLORA TRISTAN","Market","Flora Tristan 793-845, Cercado de Lima 15818, Peru",-12.1899311,-76.9224535,NA,NA,NA,NA,NA,0,28,44,60,76,88,100,100,92,76,60,48,0,0,0,0,0,0,NA,"Sa"
"358","Mercado La Aurora","Market","Avenida Emancipación 668 Jirón Cañete 473, Jirón Huancavelica 661, Cercado de Lima 15001, Peru",-12.0451873,-77.0390272,NA,NA,NA,NA,NA,0,15,35,59,75,83,87,86,74,58,51,50,44,29,0,0,0,0,NA,"Sa"
"359","Mercado La Inmaculada","Market","Av. Materiales 1973, Cercado de Lima 15081, Peru",-12.0410888,-77.0674417,NA,NA,NA,NA,0,19,35,49,53,52,53,57,55,46,36,32,30,27,21,0,0,0,NA,NA,"Sa"
"360","Mercado La Merced","Market","Jirón Pérez de Tudela, Cercado de Lima 15081, Peru",-12.0359805,-77.0663448,NA,NA,NA,NA,NA,0,7,32,56,67,73,85,100,97,74,42,17,0,0,0,0,0,0,NA,"Sa"
"361","Mercado La Ponderosa","Market","Av. Universitaria 524, Cercado de Lima 15086, Peru",-12.0850112,-77.0827117,NA,NA,NA,NA,NA,0,15,35,61,85,100,96,78,54,33,0,0,0,0,0,0,0,0,NA,"Sa"
"362","Mercado Los Incas","Market","Independencia 15332, Peru",-11.9802012,-77.0583666,NA,NA,NA,NA,NA,0,12,28,47,63,70,74,78,79,75,75,82,88,80,58,0,0,0,NA,"Sa"
"363","Mercado Los Vencedores","Market","de, Sta. Rosa de Lima 1813, San Juan de Lurigancho 15431, Peru",-11.9979722,-77.0003176,NA,NA,NA,NA,NA,0,14,28,44,57,59,50,35,22,14,10,7,0,0,0,0,0,0,NA,"Sa"
"364","Mercado Mayorista De Frutas","Market","Av Nicolás Arriola 4046, Cercado de Lima 15021, PeruLocated in: Wholesale Market Fruit No. 2",-12.0683307,-76.9975107,NA,NA,NA,0,23,43,59,64,61,61,63,64,59,50,38,27,18,0,0,0,0,NA,NA,NA,"Sa"
"365","Mercado Mayorista de platanos","Fruit wholesaler","Avenida San Juan 318 San Luis, Lima 15021, Peru",-12.0766797,-77.0084504,NA,NA,NA,NA,NA,0,35,50,64,77,86,92,96,96,92,83,69,51,0,0,0,0,0,NA,"Sa"
"366","Mercado Moderno Los Cipreses","Market","Mariano Arredondo 2777, Cercado de Lima 15081, Peru",-12.054395,-77.0782005,NA,NA,NA,NA,NA,0,0,40,62,85,98,97,82,61,41,26,0,0,0,0,0,0,0,NA,"Sa"
"367","Mercado N°. 1 Tahuantinsuyo","Market","Inca Roca 5, Distrito de Lima 15332, Peru",-11.9813587,-77.0531323,NA,NA,NA,NA,0,2,6,15,29,46,59,62,55,42,30,22,18,16,0,0,0,0,NA,NA,"Sa"
"368","Mercado N°. 2 Surco","Market","Jiron Franklin D. Roosevelt 898, Distrito de Lima 15063, PeruLocated in: Mercado Anexo N°. 2 Surco",-12.1464416,-77.0140783,NA,NA,NA,NA,NA,0,9,22,44,68,84,82,66,50,44,46,43,30,15,0,0,0,0,NA,"Sa"
"369","Mercado Palermo","Market","avenida 15034, Av Palermo 525, Cercado de Lima, Peru",-12.0814303,-77.0229474,NA,NA,NA,NA,NA,0,21,38,59,76,82,74,56,36,25,27,30,20,0,0,0,0,0,NA,"Sa"
"370","Mercado Pando","Market","Lima District 15088, Peru",-12.0613848,-77.0779498,NA,NA,NA,NA,0,4,9,20,36,54,66,66,55,38,21,10,5,0,0,0,0,0,NA,NA,"Sa"
"371","Mercado Paulet","Market","Pedro Paulet 283-297, Cercado de Lima 15102, Peru",-12.0251758,-77.0536684,NA,NA,NA,NA,NA,0,0,0,0,68,88,93,81,58,34,18,9,0,0,0,0,0,0,NA,"Sa"
"372","Mercado Primero de Mayo","Market","Av. Alejandro Bertello 877, Cercado de Lima 15088, Peru",-12.0639763,-77.071373,NA,NA,NA,NA,NA,0,0,35,63,84,91,87,77,63,49,37,29,0,0,0,0,0,0,NA,"Sa"
"373","Mercado San Antonio","Market","Avenida Perú 34-35, Cercado de Lima 15106, Peru",-12.029562,-77.0855625,NA,NA,NA,NA,NA,0,8,20,38,59,73,74,62,46,37,36,39,37,29,0,0,0,0,NA,"Sa"
"374","Mercado San Felipe","Market","Jirón Domingo Martinez Luján 621, Cercado de Lima 15048, Peru",-12.1141104,-77.0163093,NA,NA,NA,NA,NA,0,22,39,54,59,59,55,46,33,23,20,20,19,16,12,8,0,0,NA,"Sa"
"375","Mercado San Juan","Market","Lima District 15427, Peru",-12.0141815,-76.9990245,NA,NA,NA,NA,NA,0,11,24,41,54,55,44,30,20,15,13,11,8,5,0,0,0,0,NA,"Sa"
"376","Mercado San Juan Grande","Market","Lima District 15056, Peru",-12.1576741,-76.9842807,NA,NA,NA,NA,NA,0,0,17,40,63,73,63,44,28,20,15,9,0,0,0,0,0,0,NA,"Sa"
"377","Mercado Santa Isabel De Villa","Market","Lima District 15058, Peru",-12.2003009,-76.9787784,NA,NA,NA,NA,NA,0,0,24,56,88,100,90,75,64,53,41,29,0,0,0,0,0,0,NA,"Sa"
"378","Mercado Santa Rosa","Market","Palmeras 521, Cercado de Lima 15007, Peru",-12.053296,-76.9811814,NA,NA,NA,NA,0,1,6,17,37,55,58,43,23,11,6,4,3,0,0,0,0,0,NA,NA,"Sa"
"379","Mercado Santiago Apóstol","Market","Jiron Franklin D. Roosevelt 164, Cercado de Lima 15049, Peru",-12.146325,-77.0070305,NA,NA,NA,NA,NA,0,9,28,52,70,78,88,100,99,80,55,35,0,0,0,0,0,0,NA,"Sa"
"380","Mercado Tupac Amaru","Market","Lima District 15457, Peru",-12.021798,-76.9676176,NA,NA,NA,NA,0,1,6,20,38,51,53,42,26,13,6,4,4,4,4,2,0,0,NA,NA,"Sa"
"381","Mercado Vara de Oro","Market","Vara de Oro Avenida Gran Chimú 880, Cercado de Lima 15401, Peru",-12.025329,-76.9985954,NA,NA,NA,NA,NA,0,7,19,37,55,67,67,56,42,35,38,48,56,55,44,28,0,0,NA,"Sa"
"382","Mercado Virgen de Guadalupe","Market","Jirón Pachitea 374, Cercado de Lima 15001, Peru",-12.0548724,-77.0336883,NA,NA,NA,NA,0,8,20,37,52,64,75,79,75,60,41,24,0,0,0,0,0,0,NA,NA,"Sa"
"383","Miraflores Indian Market","Market","Av. Petit Thouars 5321, Miraflores 15074, Peru",-12.1161458,-77.0281774,NA,NA,NA,NA,NA,0,0,0,0,33,60,78,76,63,61,79,100,97,68,0,0,0,0,NA,"Sa"
"384","Municipal Market of San Isidro","Market","Av. Augusto Pérez Araníbar, San Isidro 15076, Peru",-12.1088831,-77.0538501,NA,NA,NA,NA,NA,0,17,32,44,49,58,72,78,70,52,34,0,0,0,0,0,0,0,NA,"Sa"
"385","Municipal Market Santa Cruz","Market","Calle Gral Mendiburu 1175, Miraflores 15074, Peru",-12.110469,-77.049871,NA,NA,NA,NA,NA,0,16,33,52,70,82,86,80,65,45,26,14,0,0,0,0,0,0,NA,"Sa"
"386","Rospigliosi Modern Market","Market","Jirón Manuel Segura 537, Cercado de Lima 15046, Peru",-12.079163,-77.0321089,NA,NA,NA,NA,NA,0,0,31,56,62,63,69,62,43,28,24,21,15,7,0,0,0,0,NA,"Sa"
"387","Santa Rosa Market","Market","Guardia Civil 433, esquina con, Av. Guardia Peruana Urb, Chorrillos 15056, Peru",-12.1832405,-77.0005833,NA,NA,NA,NA,0,8,20,39,59,75,85,87,83,72,61,56,56,54,46,33,0,0,NA,NA,"Sa"
"388","Special services cooperative winner Miguel Grau","Market","Flor De Mayo 18, Cercado de Lima 15333, Peru",-12.0057505,-77.0520386,NA,NA,NA,NA,NA,0,6,16,34,51,58,51,36,20,10,5,4,0,0,0,0,0,0,NA,"Sa"
"389","Town and Country Market","Market","Santos Chocano Agullar 174, Rímac 15094, Peru",-12.0251687,-77.0284697,NA,NA,NA,NA,0,2,9,23,43,62,72,67,52,36,25,20,17,13,0,0,0,0,NA,NA,"Sa"
"390","Alakami Investments","Supermarket","Mercado mayorista, Santa Anita, Peru",-12.0370177,-76.9479746,1,1,1,5,16,28,42,59,79,96,100,82,49,18,1,1,1,1,1,1,1,1,1,1,"Su"
"391","Brena market","Market","Jr. Restauración, Cercado de Lima 15083, Peru",-12.064933,-77.0479141,NA,NA,NA,NA,NA,0,0,30,56,83,100,99,85,66,46,29,16,0,0,0,0,0,0,NA,"Su"
"392","Cachina 12","Market","calle bongara S/N Av Canto Grande PRD. 12 San Juan de Lurigancho Gobierno Regional de Lima LIMA, 36, Peru",-11.9647692,-77.0023254,NA,NA,NA,NA,NA,0,0,0,31,70,100,97,78,64,56,43,25,0,0,0,0,0,0,NA,"Su"
"393","Centro Comercial ""COVIDA""","Market","Av. c/ Calle 15301 Perú, Daniel Hernandez, Lima, Peru",-11.9945527,-77.0767379,NA,NA,NA,NA,NA,0,8,21,41,67,89,97,89,70,52,48,57,66,63,45,25,0,0,NA,"Su"
"394","Eduardo Mercado Chachi Divos","Market","Lima District 15096, Peru",-12.0174017,-77.0272044,NA,NA,NA,NA,NA,0,0,15,30,49,67,78,80,72,59,49,53,72,95,100,79,45,0,NA,"Su"
"395","Elio Cooperative MARKET","Market","Roberto Thorndike Galup 1423, Cercado de Lima 15081, Peru",-12.0555109,-77.068861,NA,NA,NA,NA,NA,0,1,12,37,71,99,100,73,39,14,4,2,1,1,0,0,0,0,NA,"Su"
"396","Future Market Peru","Flea market","Av Carabayllo, Lima 15311, Peru",-11.957948,-77.058859,NA,NA,NA,NA,0,3,14,41,64,81,96,97,80,53,30,14,5,0,0,0,0,0,NA,NA,"Su"
"397","Gran Mercado Conzac","Shopping mall","Av. Angélica Gamarra 850, Cercado de Lima 15302, Peru",-12.0056994,-77.0714531,NA,NA,NA,0,4,13,30,50,71,88,100,97,77,51,34,29,27,25,20,13,8,NA,NA,NA,"Su"
"398","Grumete Salamanca Market","Market","Calle Benjamín Franklin 620, Distrito de Lima 15022, Distrito de Lima 15022, Peru",-12.0670714,-76.9753465,NA,NA,NA,NA,NA,0,20,41,69,92,100,91,75,59,48,39,32,0,0,0,0,0,0,NA,"Su"
"399","José Carlos Mariategui market","Market","Av José Carlos Mariategui 32, Lima 15412, Peru",-11.9680011,-77.0108485,NA,NA,NA,NA,0,8,14,25,38,50,60,72,87,100,100,86,63,42,0,0,0,0,NA,NA,"Su"
"400","jueves Mercado Mirones","Market","Mariano Angulo 2421, Cercado de Lima 15081, Peru",-12.0372318,-77.0724978,NA,NA,NA,NA,0,8,18,35,58,83,100,99,79,51,26,12,5,3,0,0,0,0,NA,NA,"Su"
"401","Market First of June","Market","Av. Alejandro Bertello 800, Cercado de Lima 15088, Peru",-12.0634113,-77.0708737,NA,NA,NA,NA,NA,0,0,36,49,59,68,79,89,93,86,64,40,19,0,0,0,0,0,NA,"Su"
"402","Market October 9","Market","A Gomez, Cercado de Lima 15079, Peru",-12.0376207,-77.0604926,NA,NA,NA,NA,NA,0,0,31,59,90,100,86,63,50,45,36,31,0,0,0,0,0,0,NA,"Su"
"403","Market san gabriel","Market","Azulejos 420, Distrito de Lima 15434, Peru",-11.9908396,-77.0029811,NA,NA,NA,NA,0,10,24,44,68,89,100,96,81,63,50,45,44,42,37,29,0,0,NA,NA,"Su"
"404","Market Santa Rosa","Market","Jirón Amazonas, San Martín de Porres 15106, Peru",-12.0363012,-77.0886102,NA,NA,NA,NA,NA,0,2,9,25,43,60,72,73,61,39,19,5,0,0,0,0,0,0,NA,"Su"
"405","Market The Hermit","Market","Lima District 15333, Peru",-11.9971997,-77.0528444,NA,NA,NA,NA,0,1,10,30,60,88,100,87,61,38,23,16,11,7,2,1,0,0,NA,NA,"Su"
"406","Mercado ""La Merced""","Market","Avenida Emancipación, Cercado de Lima 15001, Peru",-12.0455791,-77.0391687,NA,NA,NA,NA,0,0,5,18,43,77,100,96,72,50,40,38,31,20,10,3,0,0,NA,NA,"Su"
"407","Mercado ""Virgen del Carmen""","Market","Lima District 15434, Peru",-11.9929654,-77.0047444,NA,NA,NA,NA,NA,0,11,29,57,85,100,92,69,45,30,25,24,21,15,8,0,0,0,NA,"Su"
"408","Mercado Artesanal","Market","Calle Gral. Suárez 315, Cercado de Lima 15074, Peru",-12.117468,-77.0279299,0,0,0,0,0,1,2,11,28,53,75,82,71,57,56,70,78,67,42,18,5,1,0,0,"Su"
"409","Mercado Artesanal San Borja","Market","Av San Luis 1873, Lima 15021, Peru",-12.0855981,-76.9966405,NA,NA,NA,NA,NA,0,0,20,44,69,84,82,68,53,40,25,10,0,0,0,0,0,0,NA,"Su"
"410","Mercado Belen","Market","Av Lima 2481, Cercado de Lima 15101, Peru",-12.0295233,-77.0718085,NA,NA,NA,NA,0,14,21,28,35,50,64,85,100,100,85,64,42,0,0,0,0,0,NA,NA,"Su"
"411","Mercado Bolivar Pueblo Libre","Market","Jirón Mariano Pastor Sevilla 287-129, Cercado de Lima 15084, Peru",-12.0733048,-77.0656046,NA,NA,NA,NA,NA,0,9,25,50,77,96,100,86,63,41,24,13,5,0,0,0,0,0,NA,"Su"
"412","Mercado Buenos Aires","Market","Prol. Lucanas 283, Cercado de Lima 15001, Peru",-12.0542514,-77.0195084,NA,NA,NA,NA,NA,0,11,46,80,91,100,98,76,46,20,5,1,0,0,0,0,0,0,NA,"Su"
"413","Mercado Canta Callao","Market","Lima District 15109, Peru",-11.9835095,-77.0979738,NA,NA,NA,NA,0,2,2,15,36,60,73,68,52,34,26,23,23,0,0,0,0,0,NA,NA,"Su"
"414","Mercado Central","Shopping mall","Jirón Ucayali 615, Cercado de Lima 15001, Peru",-12.0502319,-77.0260494,NA,NA,NA,NA,NA,0,1,5,12,25,41,56,64,64,58,47,34,0,0,0,0,0,0,NA,"Su"
"415","Mercado Centro Cívico","Market","Lima District 15101, Peru",-12.0282366,-77.0720097,NA,NA,NA,NA,0,1,2,19,47,79,100,96,72,42,19,5,1,0,0,0,0,0,NA,NA,"Su"
"416","Mercado Conde de la Vega","Market","Jiron Acomayo, Av. Dos de Mayo 102, Cercado de Lima 15079, Peru",-12.03794,-77.0490996,NA,NA,NA,NA,NA,0,0,0,61,93,100,87,66,46,33,27,23,19,15,0,0,0,0,NA,"Su"
"417","Mercado Corpac","Market","Av. Antunez de Mayolo, Distrito de Lima 15108, Peru",-12.0040721,-77.0942546,NA,NA,NA,NA,NA,0,0,0,34,60,72,70,67,60,45,27,14,0,0,0,0,0,0,NA,"Su"
"418","Mercado De Las Praderas","Market","Yarquil 218, Cercado de Lima 15009, Peru",-12.0336931,-76.9626433,NA,NA,NA,NA,0,11,24,46,70,91,100,92,74,53,37,25,17,12,8,5,0,0,NA,NA,"Su"
"419","Mercado El Bosque","Market","Av. Proceres de la Independencia 268, Cercado de Lima 15404, Peru",-12.0305244,-77.0128163,NA,NA,0,0,3,12,31,53,70,85,100,99,77,51,34,24,14,6,2,0,NA,NA,NA,NA,"Su"
"420","Mercado Elio","Market","Reynaldo Saavedra Pinón 2674, Cercado de Lima 15081, Peru",-12.0545947,-77.0711829,NA,NA,NA,NA,NA,0,0,0,26,70,100,90,60,53,73,86,76,50,0,0,0,0,0,NA,"Su"
"421","Mercado Familias Unidas","Market","Ramon Rodriguez Lima, San Juan de Miraflores 15801, Peru",-12.1604042,-76.9650063,NA,NA,NA,NA,NA,0,0,39,66,83,95,100,80,46,22,10,5,0,0,0,0,0,0,NA,"Su"
"422","MERCADO FLORA TRISTAN","Market","Flora Tristan 793-845, Cercado de Lima 15818, Peru",-12.1899311,-76.9224535,NA,NA,NA,NA,NA,0,32,48,64,76,84,80,68,52,36,20,16,0,0,0,0,0,0,NA,"Su"
"423","Mercado La Aurora","Market","Avenida Emancipación 668 Jirón Cañete 473, Jirón Huancavelica 661, Cercado de Lima 15001, Peru",-12.0451873,-77.0390272,NA,NA,NA,NA,NA,0,13,38,70,91,98,100,88,63,35,0,0,0,0,0,0,0,0,NA,"Su"
"424","Mercado La Inmaculada","Market","Av. Materiales 1973, Cercado de Lima 15081, Peru",-12.0410888,-77.0674417,NA,NA,NA,NA,0,9,40,84,93,87,97,100,80,50,29,21,21,18,14,0,0,0,NA,NA,"Su"
"425","Mercado La Merced","Market","Jirón Pérez de Tudela, Cercado de Lima 15081, Peru",-12.0359805,-77.0663448,NA,NA,NA,NA,NA,0,5,20,38,55,66,64,52,36,20,9,2,0,0,0,0,0,0,NA,"Su"
"426","Mercado Los Incas","Market","Independencia 15332, Peru",-11.9802012,-77.0583666,NA,NA,NA,NA,NA,0,13,26,44,63,79,85,81,71,62,58,58,55,45,30,0,0,0,NA,"Su"
"427","Mercado Los Vencedores","Market","de, Sta. Rosa de Lima 1813, San Juan de Lurigancho 15431, Peru",-11.9979722,-77.0003176,NA,NA,NA,NA,NA,0,21,44,73,95,100,83,56,31,15,0,0,0,0,0,0,0,0,NA,"Su"
"428","Mercado Mayorista De Frutas","Market","Av Nicolás Arriola 4046, Cercado de Lima 15021, PeruLocated in: Wholesale Market Fruit No. 2",-12.0683307,-76.9975107,NA,NA,NA,0,25,42,60,75,89,100,98,82,56,33,17,9,5,0,0,0,0,NA,NA,NA,"Su"
"429","Mercado Mayorista de platanos","Fruit wholesaler","Avenida San Juan 318 San Luis, Lima 15021, Peru",-12.0766797,-77.0084504,NA,NA,NA,NA,NA,0,32,45,57,66,71,73,70,63,52,39,26,14,0,0,0,0,0,NA,"Su"
"430","Mercado Moderno Los Cipreses","Market","Mariano Arredondo 2777, Cercado de Lima 15081, Peru",-12.054395,-77.0782005,NA,NA,NA,NA,NA,0,0,51,80,97,100,96,79,52,30,17,0,0,0,0,0,0,0,NA,"Su"
"431","Mercado N°. 1 Tahuantinsuyo","Market","Inca Roca 5, Distrito de Lima 15332, Peru",-11.9813587,-77.0531323,NA,NA,NA,NA,0,2,8,23,49,80,100,97,75,50,35,28,25,21,0,0,0,0,NA,NA,"Su"
"432","Mercado N°. 2 Surco","Market","Jiron Franklin D. Roosevelt 898, Distrito de Lima 15063, PeruLocated in: Mercado Anexo N°. 2 Surco",-12.1464416,-77.0140783,NA,NA,NA,NA,NA,0,7,26,53,74,89,100,92,69,50,43,39,28,15,0,0,0,0,NA,"Su"
"433","Mercado Palermo","Market","avenida 15034, Av Palermo 525, Cercado de Lima, Peru",-12.0814303,-77.0229474,NA,NA,NA,NA,NA,0,18,39,66,90,100,91,71,51,37,27,19,12,0,0,0,0,0,NA,"Su"
"434","Mercado Pando","Market","Lima District 15088, Peru",-12.0613848,-77.0779498,NA,NA,NA,NA,0,6,17,39,67,92,100,86,60,36,20,13,8,0,0,0,0,0,NA,NA,"Su"
"435","Mercado Paulet","Market","Pedro Paulet 283-297, Cercado de Lima 15102, Peru",-12.0251758,-77.0536684,NA,NA,NA,NA,NA,0,0,0,0,84,100,97,78,53,29,13,6,0,0,0,0,0,0,NA,"Su"
"436","Mercado Primero de Mayo","Market","Av. Alejandro Bertello 877, Cercado de Lima 15088, Peru",-12.0639763,-77.071373,NA,NA,NA,NA,NA,0,0,39,67,91,100,90,70,48,33,23,17,0,0,0,0,0,0,NA,"Su"
"437","Mercado San Antonio","Market","Avenida Perú 34-35, Cercado de Lima 15106, Peru",-12.029562,-77.0855625,NA,NA,NA,NA,NA,0,10,24,48,75,96,100,84,59,40,34,37,37,30,0,0,0,0,NA,"Su"
"438","Mercado San Felipe","Market","Jirón Domingo Martinez Luján 621, Cercado de Lima 15048, Peru",-12.1141104,-77.0163093,NA,NA,NA,NA,NA,0,21,41,66,89,100,93,73,49,30,20,17,18,17,13,8,0,0,NA,"Su"
"439","Mercado San Juan","Market","Lima District 15427, Peru",-12.0141815,-76.9990245,NA,NA,NA,NA,NA,0,7,23,51,82,100,90,60,30,12,6,5,5,2,0,0,0,0,NA,"Su"
"440","Mercado San Juan Grande","Market","Lima District 15056, Peru",-12.1576741,-76.9842807,NA,NA,NA,NA,NA,0,0,25,52,82,100,94,71,43,23,11,5,0,0,0,0,0,0,NA,"Su"
"441","Mercado Santa Isabel De Villa","Market","Lima District 15058, Peru",-12.2003009,-76.9787784,NA,NA,NA,NA,NA,0,0,24,61,74,56,51,61,63,50,32,17,0,0,0,0,0,0,NA,"Su"
"442","Mercado Santa Rosa","Market","Palmeras 521, Cercado de Lima 15007, Peru",-12.053296,-76.9811814,NA,NA,NA,NA,0,2,9,28,60,92,100,78,44,19,8,5,3,0,0,0,0,0,NA,NA,"Su"
"443","Mercado Santiago Apóstol","Market","Jiron Franklin D. Roosevelt 164, Cercado de Lima 15049, Peru",-12.146325,-77.0070305,NA,NA,NA,NA,NA,0,4,17,38,61,79,88,89,80,62,41,22,0,0,0,0,0,0,NA,"Su"
"444","Mercado Tupac Amaru","Market","Lima District 15457, Peru",-12.021798,-76.9676176,NA,NA,NA,NA,0,1,13,39,72,97,100,78,47,21,7,3,4,5,4,2,1,0,NA,NA,"Su"
"445","Mercado Vara de Oro","Market","Vara de Oro Avenida Gran Chimú 880, Cercado de Lima 15401, Peru",-12.025329,-76.9985954,NA,NA,NA,NA,NA,0,8,26,52,81,100,98,77,50,31,27,36,45,45,33,17,0,0,NA,"Su"
"446","Mercado Virgen de Guadalupe","Market","Jirón Pachitea 374, Cercado de Lima 15001, Peru",-12.0548724,-77.0336883,NA,NA,NA,NA,0,1,10,29,44,42,35,33,29,21,12,5,0,0,0,0,0,0,NA,NA,"Su"
"447","Miraflores Indian Market","Market","Av. Petit Thouars 5321, Miraflores 15074, Peru",-12.1161458,-77.0281774,NA,NA,NA,NA,NA,0,0,0,0,21,43,61,65,62,62,61,0,0,0,0,0,0,0,NA,"Su"
"448","Municipal Market of San Isidro","Market","Av. Augusto Pérez Araníbar, San Isidro 15076, Peru",-12.1088831,-77.0538501,NA,NA,NA,NA,NA,0,5,14,30,51,69,76,67,48,28,13,0,0,0,0,0,0,0,NA,"Su"
"449","Municipal Market Santa Cruz","Market","Calle Gral Mendiburu 1175, Miraflores 15074, Peru",-12.110469,-77.049871,NA,NA,NA,NA,NA,0,8,18,29,39,47,48,43,32,20,12,7,0,0,0,0,0,0,NA,"Su"
"450","Rospigliosi Modern Market","Market","Jirón Manuel Segura 537, Cercado de Lima 15046, Peru",-12.079163,-77.0321089,NA,NA,NA,NA,NA,0,0,36,73,87,95,100,84,56,35,25,20,13,7,0,0,0,0,NA,"Su"
"451","Santa Rosa Market","Market","Guardia Civil 433, esquina con, Av. Guardia Peruana Urb, Chorrillos 15056, Peru",-12.1832405,-77.0005833,NA,NA,NA,NA,0,6,16,33,56,79,96,100,90,74,57,44,34,27,21,15,0,0,NA,NA,"Su"
"452","Special services cooperative winner Miguel Grau","Market","Flor De Mayo 18, Cercado de Lima 15333, Peru",-12.0057505,-77.0520386,NA,NA,NA,NA,NA,0,5,18,47,82,100,84,50,23,11,7,5,0,0,0,0,0,0,NA,"Su"
"453","Town and Country Market","Market","Santos Chocano Agullar 174, Rímac 15094, Peru",-12.0251687,-77.0284697,NA,NA,NA,NA,0,3,12,30,57,84,100,95,74,50,32,20,14,9,0,0,0,0,NA,NA,"Su"
